compound_name,retention_time,smiles,split_index
"2-[(2S,3S,4S)-3-[(1S)-1-acetyloxyethyl]-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-4-yl]acetic acid",1.105,C[C@@H]([C@@H]1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)O)OC(=O)C,1
karanjin,5.712,COC1=C(OC2=C(C1=O)C=CC3=C2C=CO3)C4=CC=CC=C4,1
"Cholest-4,6-Dien-3-One",6.675,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC4=CC(=O)CC[C@]34C)C,1
Acetosyringone,1.922,CC(=O)C1=CC(=C(C(=C1)OC)O)OC,1
"methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate",1.317,COC(=O)CC(C1C(C(C(O1)C2=CC=CC=C2)O)O)O,1
"4,6-dihydroxy-3-(3-hydroxy-2,5-dimethylphenoxy)-5-methoxy-2,5-dimethylcyclohex-2-en-1-one",2.516,CC1=CC(=C(C(=C1)OC2=C(C(=O)C(C(C2O)(C)OC)O)C)C)O,1
"[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",8.447,COC1=CC2=C(C=CN=C2C=C1)C([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,1
Xanthurenic Acid,1.359,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,1
Agaric Acid,6.036,CCCCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O,1
"3-[(2S,3R,4S,5R,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",2.181,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)OC4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)O)O)O)C)O)O)O)O,1
"(4aS,6aS,6bR,8R,9R,10R,11R,12aR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",5.269,C[C@@]12CC[C@]3(CCC(C[C@H]3C1=CCC4[C@]2(C[C@H](C5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)(C)C)C(=O)O,1
Serotonin,0.945,C1=CC2=C(C=C1O)C(=CN2)CCN,1
"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,8R,9R,10R,11R,12aR)-1,8,10,11-tetrahydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",2.699,C[C@@]12CC[C@]3(CCC([C@H](C3C1=CCC4[C@]2(C[C@H](C5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)O)C)O)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,1
Difucol Hexamethyl Ether,5.259,COC1=CC(=C(C(=C1)OC)C2=C(C=C(C=C2OC)OC)OC)OC,1
guajavarin,2.299,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,1
"(2R,3S,4S,9R,12R,13R,14S,15R,16R,17S)-3,4,12,13,15,16-hexahydroxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.0²,?.0¹³,¹?]heptadec-6-en-11-one",1.459,C[C@H]1[C@H]([C@@H](C2[C@@]3([C@]1([C@H](C(=O)O[C@@H]3CC4=C(C[C@@H]([C@H]([C@]24C)O)O)C)O)O)C)O)O,1
licochalcone B,3.284,COC1=C(C=CC(=C1O)O)/C=C/C(=O)C2=CC=C(C=C2)O,1
"(4S,5Z,6S)-5-[2-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxyethylidene]-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",2.81,COC1=C(C=CC(=C1)/C=C/C(=O)OC/C=C\2/[C@@H](C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)CC(=O)OC)O,1
"(3R,5R)-7-[(1S,2S,8S,8aR)-2-methyl-8-(2-methylbutanoyloxy)-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid",5.579,CCC(C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O,1
"[2-[4-hydroxy-2,5-bis(hydroxymethyl)-3-(2-methylpropanoyloxy)oxolan-2-yl]oxy-6-(hydroxymethyl)-4,5-bis(2-methylpropanoyloxy)oxan-3-yl] decanoate",6.043,CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)C(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C,1
"(3S,6R,6aS,7S)-6,6a,7,8-tetrahydroxy-3-methyl-3,4,5,6,7,12a-hexahydro-2H-benzo[a]anthracene-1,12-dione",1.725,C[C@H]1CC2=C(C3C(=O)C4=C([C@@H]([C@]3([C@@H](C2)O)O)O)C(=CC=C4)O)C(=O)C1,1
"(2S)-8-[(E)-3-hydroxy-3-methylbut-1-enyl]-5,7-dimethoxy-2-phenyl-2,3-dihydrochromen-4-one",5.288,CC(C)(/C=C/C1=C2C(=C(C=C1OC)OC)C(=O)C[C@H](O2)C3=CC=CC=C3)O,1
Picrotoxinin,2.466,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C,1
"(1S,4S,5R,9R,13S)-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.0ï¿½,ï¿½?.0?,?]hexadec-10-ene-5-carboxylic acid",5.495,C[C@@]12CCC[C@@]([C@H]1CC[C@]34C2=CC[C@@H](C3)C(=C)C4)(C)C(=O)O,2
"7-[3-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(4-methoxyphenyl)chromen-4-one",2.72,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O[C@@H]5[C@@H]([C@](CO5)(CO)O)O,1
"(Z)-5-[(1S,2R,4aR,8aR)-5-(hydroxymethyl)-1,2,4a-trimethyl-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-(hydroxymethyl)pent-2-enoic acid",4.73,C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/C(=O)O)/CO)CCC=C2CO)C,1
PIPERINE,5.482,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,1
Glycitein,3.261,COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,2
"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxychromen-4-one",2.99,COC1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)C5=CC(=C(C=C5)O)O)O,1
Hydroxyprogesterone,5.291,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O,1
"[(2R,3S,4R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 4-hydroxy-2-methoxy-6-methylbenzoate",1.794,CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@H](OC([C@@H]2O)N3C=CC(=O)NC3=O)CO)OC)O,1
"7-Desacetoxy-6,7-Dehydrogedunin",5.989,C[C@@]12CCC3[C@]4(C=CC(=O)C(C4C=C[C@]3(C15C(O5)C(=O)O[C@H]2C6=COC=C6)C)(C)C)C,1
Rotenone,5.749,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,1
"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",5.444,CCC(C(C/C=C/C/C=C\CCCCCCCC(=O)O)O)O,1
"15'-[(5-{[3,4-dihydroxy-6-(hydroxymethyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}-3-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy]-7'-hydroxy-8',12'-dimethyl-6'-oxaspiro[oxolane-3,5'-pentacyclo[9.8.0.0ï¿½,?.0?,?.0ï¿½ï¿½,ï¿½?]nonadecane]-5-one",3.294,CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC45C3CCC6(C4(OC7(C6CC5)CC(=O)OC7)O)C)C)O)OC)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O,1
"(2R,3S,4S,5R,6R)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-(4-hydroxyphenyl)butan-2-yloxy]oxane-3,4,5-triol",1.309,CC(CCC1=CC=C(C=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,1
"2,3,8,9,10-pentamethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene",5.348,COC1=C(C(=C2C(=C1)C3COC4=CC(=C(C=C4C3O2)OC)OC)OC)OC,1
3-hydroxy-2-[[1-[2-[(4-hydroxybenzoyl)amino]-3-methylbutanoyl]pyrrolidine-2-carbonyl]amino]benzoic acid,3.908,CC(C)C(C(=O)N1CCCC1C(=O)NC2=C(C=CC=C2O)C(=O)O)NC(=O)C3=CC=C(C=C3)O,1
wogonin,5.326,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,1
"1,9b-dihydroxy-6,6,9a-trimethyl-1,5,5a,7,8,9-hexahydrobenzo[e][2]benzofuran-3-one",4.617,CC1(CCCC2(C1CC=C3C2(C(OC3=O)O)O)C)C,1
Kaempferol 3-alpha-L-arabinopyranoside,2.562,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,1
"2,6-dihydroxy-2-[(4-hydroxyphenyl)methyl]-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-1-benzofuran-3-one",1.105,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC4=C3C(=O)C(O4)(CC5=CC=C(C=C5)O)O)O)O)O)O)O)O)O,1
albocycline,5.501,C[C@H]1CC/C=C(/[C@H](/C=C/[C@@](/C=C/C(=O)O[C@@H]1C)(C)O)OC)\C,1
"[2-[4-hydroxy-2,5-bis(hydroxymethyl)-3-(3-methylbutanoyloxy)oxolan-2-yl]oxy-6-(hydroxymethyl)-4,5-bis(2-methylpropanoyloxy)oxan-3-yl] decanoate",6.119,CCCCCCCCCC(=O)OC1C(C(C(OC1OC2(C(C(C(O2)CO)O)OC(=O)CC(C)C)CO)CO)OC(=O)C(C)C)OC(=O)C(C)C,1
Picrotin,2.031,C[C@@]12[C@H]3[C@H]4[C@H]([C@@H]([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,1
"(2E,4E)-12-[(10E,12E)-13-carboxy-3-hydroxy-2-(hydroxymethyl)-8,10,12-trimethyltrideca-10,12-dienoyl]oxy-13-(hydroxymethyl)-3,5,7-trimethyltetradeca-2,4-dienedioic acid",5.639,CC(CCCCC(C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)O)/C)/C,1
Lobeline,7.604,CN1[C@@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@@H](C3=CC=CC=C3)O,1
Gibberellin A4&A7,4.46,C[C@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O,2
"4-(3,4-dihydroxyphenyl)-7-hydroxy-5-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-2-one",1.663,C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=CC4=C3C(=CC(=O)O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,1
3-[(1-Carboxyvinyl)oxy]benzoic acid,4.288,C=C(C(=O)O)OC1=CC=CC(=C1)C(=O)O,1
swertiamarin,0.787,C=C[C@H]1[C@@H](OC=C2[C@]1(CCOC2=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1
"(3R)-3-(3,4-dimethoxyphenyl)-8-hydroxy-3,4-dihydroisochromen-1-one",5.54,COC1=C(C=C(C=C1)[C@H]2CC3=C(C(=CC=C3)O)C(=O)O2)OC,1
"1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-methoxyphenyl)propan-1-one",3.861,COC1=CC=C(C=C1)CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,1
"methyl (1S,4aS,7aS)-4'-[(1S)-1-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyethyl]-5'-oxo-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyspiro[4a,7a-dihydro-1H-cyclopenta[c]pyran-7,2'-furan]-4-carboxylate",4.182,C[C@@H](C1=CC2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC1=O)OC(=O)/C=C/C5=CC=C(C=C5)O,1
"1-(4-hydroxyphenyl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-1-one",0.614,C1=CC(=CC=C1C(=O)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,1
"7,8-dihydromethysticin",4.858,COC1=CC(=O)O[C@H](C1)CCC2=CC3=C(C=C2)OCO3,1
"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",2.947,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@]2(C[C@@H](C4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C,2
"[4a,7-dihydroxy-7-methyl-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,5,6,7a-tetrahydrocyclopenta[c]pyran-5-yl] (E)-3-(4-methoxyphenyl)prop-2-enoate",3.467,CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)OC(=O)/C=C/C4=CC=C(C=C4)OC)O,1
7-(2-aminophenyl)heptanoic acid,3.892,C1=CC=C(C(=C1)CCCCCCC(=O)O)N,1
4-hydroxyquinoline-2-carboxylic acid,1.272,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,1
quercetin 3-O-glucuronide,2.092,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,1
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one",5.359,CC(C1=CC(=CC(=C1)OC)OC)C(=O)C2=C(C=C(C=C2)O)O,1
"6-[(2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)methyl]-3-(hydroxymethyl)-7-oxabicyclo[4.1.0]hept-3-ene-2,5-diol",5.55,CC1=CCC2C(CCCC2(C1CC34C(C=C(C(C3O4)O)CO)O)C)(C)C,1
CINCHONIDINE,8.145,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,1
zearalenol,4.794,CC1CCCC(CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1)O,1
"5,7-dihydroxy-2-[4-hydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyphenyl]-3-methoxychromen-4-one",3.803,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O,1
"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,5R,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-17-[(2S)-2-hydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",4.249,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](CC3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)O)C)O)C,1
khelloside,1.664,COC1=C2C=COC2=CC3=C1C(=O)C=C(O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,1
"[4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 2,3-dihydroxy-2-[(4-hydroxyphenyl)methyl]butanoate",1.502,CC(C(CC1=CC=C(C=C1)O)(C(=O)OCC2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,2
"[(2R,3R,4S,6S)-6-[(2R,3S,4R)-6-[(2R,3R,4R,6S)-6-[[(2S,3S)-6-[(2S,4R,5R,6R)-4-[(2S,4R,5S,6R)-5-acetyloxy-4-hydroxy-6-methyloxan-2-yl]oxy-5-methoxy-6-methyloxan-2-yl]oxy-3-[(1S,3S,4R)-3,4-dihydroxy-1-methoxy-2-oxopentyl]-8,9-dihydroxy-7-methyl-1-oxo-3,4-dihydro-2H-anthracen-2-yl]oxy]-3-hydroxy-2-methyloxan-4-yl]oxy-3-hydroxy-2-methyloxan-4-yl]oxy-4-hydroxy-2,4-dimethyloxan-3-yl] 2-methylpropanoate",5.768,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@H]2[C@@H](CC3=C(C2=O)C(=C4C(=C3)C=C(C(=C4O)C)O[C@H]5C[C@H]([C@@H]([C@H](O5)C)OC)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)OC(=O)C)O)O)[C@@H](C(=O)[C@H]([C@@H](C)O)O)OC)OC7C[C@H]([C@H]([C@H](O7)C)O)O[C@H]8C[C@]([C@@H]([C@H](O8)C)OC(=O)C(C)C)(C)O)O,1
"(3S,4S)-5-[(3S,4S)-4,10-dihydroxy-7,9-dimethoxy-3-methyl-3,4-dihydro-1H-benzo[g]isochromen-5-yl]-7,9-dimethoxy-3-methyl-3,4-dihydro-1H-benzo[g]isochromene-4,10-diol",5.487,C[C@H]1[C@H](C2=C(C3=C(C(=CC(=C3)OC)OC)C(=C2CO1)O)C4=C5[C@@H]([C@@H](OCC5=C(C6=C4C=C(C=C6OC)OC)O)C)O)O,1
"9-methoxy-7-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-[1,3]dioxolo[4,5-g]chromen-8-one",2.845,COC1=C2C(=CC3=C1OCO3)OC=C(C2=O)C4=CC=C(C=C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,1
"2-(hydroxymethyl)-6-(6-hydroxy-6-methyl-3-propan-2-ylcyclohex-3-en-1-yl)oxyoxane-3,4,5-triol",2.133,CC(C)C1=CCC(C(C1)OC2C(C(C(C(O2)CO)O)O)O)(C)O,1
Tenuazonic Acid,3.012,CCC(C)C1C(=C(C(=O)N1)C(=O)C)O,1
"2-[5-hydroxy-4-methoxy-6-[4-methoxy-6-[4-methoxy-6-[4-methoxy-2-methyl-6-[[(3S,10R,11S,12S,13S,14S,17S)-11,12,14-trihydroxy-17-[(1S)-1-hydroxyethyl]-10,13-dimethyl-1,2,3,4,7,8,9,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-2-methyloxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",4.354,CC1C(C(CC(O1)O[C@H]2CC[C@@]3(C4[C@@H]([C@H]([C@@]5([C@H](CC[C@@]5(C4CC=C3C2)O)[C@H](C)O)C)O)O)C)OC)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC)O)OC)OC,1
"9,11,12a-trihydroxy-2,3-dimethoxy-8-(3-methylbut-2-enyl)-6,6a-dihydrochromeno[3,4-b]chromen-12-one",5.475,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3(C(O2)COC4=CC(=C(C=C43)OC)OC)O)C,2
"(5E)-4-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2-methyl-5-[2-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyethylidene]cyclopentene-1-carboxylic acid",3.068,CC1=C(/C(=C\CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/C(C1)OC(=O)/C=C/C3=CC=C(C=C3)O)C(=O)O,1
MITOMYCIN C,1.451,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,2
"3-[(2S,4S,6R)-6-[[(2R,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",2.223,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2C([C@@H](C([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,1
PODOFILOX,4.199,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,1
"(1S,2R,4aS,6aR,6bR,10S,12aR,14bS)-1,2,6b,9,9,12a-hexamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a,6a-dicarboxylic acid",5.377,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C)O)O)O)C)C)[C@@H]2[C@H]1C)C(=O)O)C(=O)O,1
1-methyl-2-tridecylquinolin-4-one,8.158,CCCCCCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1C,1
"6-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",1.986,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C4=C(C=C3O)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,1
"(Z)-2-methyl-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-2-enenitrile",0.444,C/C(=C/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C#N,1
methysticin,4.868,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC3=C(C=C2)OCO3,1
Resveratrol 4'-Methyl Ether,4.707,COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O,1
"(4E)-8-hydroxy-4-(1-hydroxypropan-2-ylidene)-10-oxatricyclo[7.2.1.0¹,?]dodecane-8-carboxylic acid",1.2225000000000001,C/C(=C\1/CCC23C1CCC(C(C2)OC3)(C(=O)O)O)/CO,2
"3-(1H-indol-3-ylmethyl)-6,18-dimethyl-12-(1-phenylethyl)-9,15-di(propan-2-yl)-1,4,7,10,13,16,19-heptazacyclotricosane-2,5,8,11,14,17,20-heptone",5.28,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCC(=O)N1)CC2=CNC3=CC=CC=C32)C)C(C)C)C(C)C4=CC=CC=C4)C(C)C,1
